"DATASETIDENTIFIERCODE","ELECTRONICMAILADDRESS","FEATURE","METADATASTANDARDVERSION","OPERATESON","ORGANISATION","PROTOCOL","RESULTMESSAGE","SERVICEIDENTIFIERCODE","SERVICEPROTOCOL","SERVICETYPE","SORTEDREFS","TITLE","URL"
"26fc331b-1987-456a-9492-336cd6250464","hydrologistiek@mindef.nl,hydrologistiek@mindef.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?Service=CSW&Request=GetRecordById&Version=2.0.2&id=26fc331b-1987-456a-9492-336cd6250464&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full#MD_DataIdentification","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","OGC:WMS","Operates on:26fc331b-1987-456a-9492-336cd6250464 not found in Inspire CSW endpoint in service: 86076ea2-9d24-4937-a9ed-b980ce466a6b Amplitude van het getij op de Noordzee viewservice - NAP boven ETRS89","86076ea2-9d24-4937-a9ed-b980ce466a6b","wms","view","","Amplitude van het getij op de Noordzee viewservice - NAP boven ETRS89","https://inspire.bathy.online/geoserver/NAP_ETRS89/wms?service=WMS&version=1.3.0&request=GetCapabilities"
"26fc331b-1987-456a-9492-336cd6250464","hydrologistiek@mindef.nl,hydrologistiek@mindef.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?Service=CSW&Request=GetRecordById&Version=2.0.2&id=26fc331b-1987-456a-9492-336cd6250464&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full#MD_DataIdentification","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","OGC:WFS","Operates on:26fc331b-1987-456a-9492-336cd6250464 not found in Inspire CSW endpoint in service: 9a18ecc7-fb59-4ccc-9642-b54ce2a73d36 Amplitude van het getij op de Noordzee Downloadservice - NAP boven ETRS89","9a18ecc7-fb59-4ccc-9642-b54ce2a73d36","wfs","view","","Amplitude van het getij op de Noordzee Downloadservice - NAP boven ETRS89","https://inspire.bathy.online/geoserver/NAP_ETRS89/wfs?service=WFS&version=2.0.0&request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.512633c0-2899-4f9d-b2d1-1bd51cb2315a/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: c6308500-3439-4840-88cb-7532cabbfcb4 (T) KNMI Netwerk van waarneemstations","c6308500-3439-4840-88cb-7532cabbfcb4","unknown","view","","(T) KNMI Netwerk van waarneemstations","https://haleconnect.com/ows/services/org.874.512633c0-2899-4f9d-b2d1-1bd51cb2315a_wms?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.0f6d394b-5d46-4e53-a985-8fd3bb721d8e/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 95664230-19bc-4f33-b2cf-10aedbe75c11 INSPIRE Gecontroleerde klimatologische daggegevens, Potential evapotranspiration (Makkink) (in 0.1 mm)","95664230-19bc-4f33-b2cf-10aedbe75c11","unknown","download","","INSPIRE Gecontroleerde klimatologische daggegevens, Potential evapotranspiration (Makkink) (in 0.1 mm)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wfs/org.874.0f6d394b-5d46-4e53-a985-8fd3bb721d8e?SERVICE=WFS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 7f79fc69-d0c7-4913-a05a-527c90453297 INSPIRE Gecontroleerde klimatologische daggegevens","7f79fc69-d0c7-4913-a05a-527c90453297","unknown","view","","INSPIRE Gecontroleerde klimatologische daggegevens","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wms?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.512633c0-2899-4f9d-b2d1-1bd51cb2315a/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 7d533012-21ad-4a5b-a97e-a76988270273 (T) KNMI Netwerk van waarneemstations","7d533012-21ad-4a5b-a97e-a76988270273","unknown","download","","(T) KNMI Netwerk van waarneemstations","https://haleconnect.com/services/bsp/org.874.512633c0-2899-4f9d-b2d1-1bd51cb2315a/service/atom/id_predefined_dataset"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.0f6d394b-5d46-4e53-a985-8fd3bb721d8e/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 9ff7e9e1-cf7d-40cb-9efa-3a06b8aa4e40 INSPIRE Gecontroleerde klimatologische daggegevens, Potential evapotranspiration (Makkink) (in 0.1 mm)","9ff7e9e1-cf7d-40cb-9efa-3a06b8aa4e40","unknown","view","","INSPIRE Gecontroleerde klimatologische daggegevens, Potential evapotranspiration (Makkink) (in 0.1 mm)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wms/org.874.0f6d394b-5d46-4e53-a985-8fd3bb721d8e?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.512633c0-2899-4f9d-b2d1-1bd51cb2315a/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 1e01d173-96f4-40b1-8236-c6a9cfdac252 (T) KNMI Netwerk van waarneemstations","1e01d173-96f4-40b1-8236-c6a9cfdac252","unknown","download","","(T) KNMI Netwerk van waarneemstations","https://haleconnect.com/ows/services/org.874.512633c0-2899-4f9d-b2d1-1bd51cb2315a_wfs?SERVICE=WFS&Request=GetCapabilities"
"be6551de-a709-4c6d-a5e2-f63f0cf038ba","hydrologistiek@mindef.nl,hydrologistiek@mindef.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?Service=CSW&Request=GetRecordById&Version=2.0.2&id=be6551de-a709-4c6d-a5e2-f63f0cf038ba&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full#MD_DataIdentification","Ministerie van Defensie, Koninklijke Marine, Dienst der Hydrografie","[""OGC:WMS,OGC:WMS,OGC:WMS""]","Operates on:be6551de-a709-4c6d-a5e2-f63f0cf038ba not found in Inspire CSW endpoint in service: ebd029f5-6e8f-4d61-b89a-11427c96bf3a Amplitude van het getij op de Noordzee Viewservice","ebd029f5-6e8f-4d61-b89a-11427c96bf3a","wms","view","","Amplitude van het getij op de Noordzee Viewservice","https://inspire.caris.nl/gs4/LAT2018OF/wms?service=WMS&version=1.3.0&request=GetCapabilities"
"353108a0-f0f8-4f8e-9d0e-60f18dfda169 a33c92d0-e29b-43cb-b681-f942ef597331 604d241d-6792-4286-bbef-44b2ce5c38c1 0deb6c22-a6ae-453d-a956-205f52141ca1","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=353108a0-f0f8-4f8e-9d0e-60f18dfda169#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a33c92d0-e29b-43cb-b681-f942ef597331#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=604d241d-6792-4286-bbef-44b2ce5c38c1#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=0deb6c22-a6ae-453d-a956-205f52141ca1#MD_DataIdentification""]","Beheer PDOK","INSPIRE Atom","Operates on:353108a0-f0f8-4f8e-9d0e-60f18dfda169 not found in Inspire CSW endpoint in service: 641a0f48-872b-4470-b130-e3d28e6bfdfb Kaderrichtlijn Mariene Strategie Nederland ATOM","641a0f48-872b-4470-b130-e3d28e6bfdfb","atom","download","","Kaderrichtlijn Mariene Strategie Nederland ATOM","https://service.pdok.nl/rws/richtlijnmarienestrategienederland/atom/index.xml"
"5c37d29a-006d-4136-8989-adfc35a1d4a7","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=5c37d29a-006d-4136-8989-adfc35a1d4a7#MD_DataIdentification","Beheer PDOK","OGC:WMS","Operates on:5c37d29a-006d-4136-8989-adfc35a1d4a7 not found in Inspire CSW endpoint in service: 3ac5737f-55ed-455d-8350-44af11b67fc3 CBS Wijken en Buurten 2019 Versie 3 WMS","3ac5737f-55ed-455d-8350-44af11b67fc3","wms","view","","CBS Wijken en Buurten 2019 Versie 3 WMS","https://service.pdok.nl/cbs/wijkenbuurten/2019/wms/v1_0?request=getcapabilities&service=wms"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.28716afd-1e98-4623-9239-8abbd9249408/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: c1ea0e3f-e8e2-4f25-aae8-f24ec6ee8217 Overzicht van Nederlandse seismologische meetstations","c1ea0e3f-e8e2-4f25-aae8-f24ec6ee8217","unknown","view","","Overzicht van Nederlandse seismologische meetstations","https://haleconnect.com/ows/services/org.874.28716afd-1e98-4623-9239-8abbd9249408_wms?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.7e01e60c-8887-425c-af9b-e2cf6af9181b/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: eec0708d-bab6-41c2-aa5b-9c435a1a177e Aardbevingen Nederland (KNMI)","eec0708d-bab6-41c2-aa5b-9c435a1a177e","unknown","download","","Aardbevingen Nederland (KNMI)","https://haleconnect.com/services/bsp/org.874.7e01e60c-8887-425c-af9b-e2cf6af9181b/service/atom/id_predefined_dataset"
"cc931834-5f9a-4106-a3a3-d5bf553b2675 07d78f5e-f4c4-4c92-b866-94eb2cb38516 917b5ba0-9d8e-4758-83fa-28b057f185e2 11a98cc2-2e64-4f05-ae16-b7677f8054ad 4eee12af-35db-49ff-8bf2-03793c53b739","beheerPDOK@kadaster.nl,beheerPDOK@kadaster.nl","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[""https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=cc931834-5f9a-4106-a3a3-d5bf553b2675#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=07d78f5e-f4c4-4c92-b866-94eb2cb38516#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=917b5ba0-9d8e-4758-83fa-28b057f185e2#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=11a98cc2-2e64-4f05-ae16-b7677f8054ad#MD_DataIdentification,https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=4eee12af-35db-49ff-8bf2-03793c53b739#MD_DataIdentification""]","Beheer PDOK","INSPIRE Atom","Operates on:cc931834-5f9a-4106-a3a3-d5bf553b2675 not found in Inspire CSW endpoint in service: c21c6bf5-8899-4b46-8986-0f65eca05ed0 Richtlijn Stedelijk Afvalwater ATOM","c21c6bf5-8899-4b46-8986-0f65eca05ed0","atom","download","","Richtlijn Stedelijk Afvalwater ATOM","https://service.pdok.nl/rws/richtlijnstedelijkafvalwater/atom/index.xml"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.7e01e60c-8887-425c-af9b-e2cf6af9181b/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: 914a6e0c-2aae-42f8-8425-2a047c245dab Aardbevingen Nederland (KNMI)","914a6e0c-2aae-42f8-8425-2a047c245dab","unknown","download","","Aardbevingen Nederland (KNMI)","https://haleconnect.com/ows/services/org.874.7e01e60c-8887-425c-af9b-e2cf6af9181b_wfs?SERVICE=WFS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.b005ca06-7d3d-4805-bcac-0fb65196db22/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: ac873153-d885-45e4-b2ab-ad0600d203d3 INSPIRE Gecontroleerde klimatologische daggegevens, Daily mean relative atmospheric humidity (in percents)","ac873153-d885-45e4-b2ab-ad0600d203d3","unknown","view","","INSPIRE Gecontroleerde klimatologische daggegevens, Daily mean relative atmospheric humidity (in percents)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wms/org.874.b005ca06-7d3d-4805-bcac-0fb65196db22?SERVICE=WMS&Request=GetCapabilities"
"","opendata@knmi.nl,opendata@knmi.nl","Operates on has matching Inspire dataset","2005","https://haleconnect.com/services/bsp/org.874.b005ca06-7d3d-4805-bcac-0fb65196db22/md/dataset/dataset1#xpointer%28%2F%2Fgmd%3AidentificationInfo%5B1%5D%2Fgmd%3AMD_DataIdentification%29","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","#notpresent","Operates on: not found in Inspire CSW endpoint in service: bbf57a25-0476-4d46-8e68-caaa5864a177 INSPIRE Gecontroleerde klimatologische daggegevens, Daily mean relative atmospheric humidity (in percents)","bbf57a25-0476-4d46-8e68-caaa5864a177","unknown","download","","INSPIRE Gecontroleerde klimatologische daggegevens, Daily mean relative atmospheric humidity (in percents)","https://haleconnect.com/ows/services/org.874.cb9ca55e-f4e7-4bd8-a02e-75d528e22118_wfs/org.874.b005ca06-7d3d-4805-bcac-0fb65196db22?SERVICE=WFS&Request=GetCapabilities"
